16:43:27 deep-A-s27 complete bites 1 depth 159.02
16:43:37 deep-B-s27 complete bites 2 depth 154.42
16:43:48 deep-A-s28 complete bites 1 depth 159.07
16:43:58 deep-B-s28 complete bites 1 depth 159.57
16:44:08 deep-A-s29 complete bites 1 depth 159.48
16:44:19 deep-B-s29 complete bites 1 depth 157.86
16:44:29 deep-A-s30 complete bites 1 depth 159.02
16:54:54 deep-B-wall10s-s17316774662183274765 b5 c0 p2 rc=0 stop iteration-cap after 166 iterations; bandEnteredAtIteration None
16:54:55 deep-B-wall10s-s17316774662183274765 b5 c0 p1 rc=0 stop band-entry after 166 iterations; bandEnteredAtIteration Some(166)
16:55:07 deep-B-wall10s-s17316774662183274765 b6 c1 p2 rc=0 stop iteration-cap after 610 iterations; bandEnteredAtIteration None
16:55:13 deep-B-wall10s-s17316774662183274765 b6 c1 p1 rc=0 stop iteration-cap after 610 iterations; bandEnteredAtIteration None
16:55:18 deep-B-wall10s-s18390115156762500293 b5 c0 p2 rc=0 stop band-entry after 333 iterations; bandEnteredAtIteration Some(333)
16:55:22 deep-B-wall10s-s18390115156762500293 b5 c0 p1 rc=0 stop band-entry after 416 iterations; bandEnteredAtIteration Some(416)
16:55:28 deep-B-wall10s-s18390115156762500293 b6 c1 p2 rc=0 stop iteration-cap after 271 iterations; bandEnteredAtIteration None
16:55:32 deep-B-wall10s-s18390115156762500293 b6 c1 p1 rc=0 stop iteration-cap after 271 iterations; bandEnteredAtIteration None
16:55:47 deep-B-wall10s-s2586638353860241226 b5 c0 p2 rc=0 stop iteration-cap after 922 iterations; bandEnteredAtIteration None
16:55:55 deep-B-wall10s-s2586638353860241226 b5 c0 p1 rc=0 stop iteration-cap after 922 iterations; bandEnteredAtIteration None
16:56:15 deep-B-wall10s-s27 b5 c0 p2 rc=0 stop iteration-cap after 707 iterations; bandEnteredAtIteration None
16:56:19 deep-B-wall10s-s27 b5 c0 p1 rc=0 stop band-entry after 707 iterations; bandEnteredAtIteration Some(707)
16:56:24 deep-B-wall10s-s27 b6 c1 p2 rc=0 stop iteration-cap after 206 iterations; bandEnteredAtIteration None
16:56:26 deep-B-wall10s-s27 b6 c1 p1 rc=0 stop iteration-cap after 206 iterations; bandEnteredAtIteration None
16:56:37 deep-B-wall10s-s28 b5 c0 p2 rc=0 stop iteration-cap after 819 iterations; bandEnteredAtIteration None
16:56:44 deep-B-wall10s-s28 b5 c0 p1 rc=0 stop iteration-cap after 819 iterations; bandEnteredAtIteration None
16:56:53 deep-B-wall10s-s29 b5 c0 p2 rc=0 stop band-entry after 662 iterations; bandEnteredAtIteration Some(662)
16:57:01 deep-B-wall10s-s29 b5 c0 p1 rc=0 stop iteration-cap after 918 iterations; bandEnteredAtIteration None
16:57:13 deep-B-wall10s-s30 b5 c0 p2 rc=0 stop iteration-cap after 769 iterations; bandEnteredAtIteration None
16:57:20 deep-B-wall10s-s30 b5 c0 p1 rc=0 stop iteration-cap after 769 iterations; bandEnteredAtIteration None
16:57:23 deep-B-wall10s-s31 b5 c0 p2 rc=0 stop iteration-cap after 186 iterations; bandEnteredAtIteration None
16:57:24 deep-B-wall10s-s31 b5 c0 p1 rc=0 stop band-entry after 186 iterations; bandEnteredAtIteration Some(186)
16:57:36 deep-B-wall10s-s31 b6 c1 p2 rc=0 stop iteration-cap after 618 iterations; bandEnteredAtIteration None
